episode;reward0;avg_reward0;t_global;cr
525;200.0;194.6;60404.0;60403.0
526;200.0;194.6;60604.0;60603.0
527;200.0;194.6;60804.0;60803.0
528;200.0;194.6;61004.0;61003.0
529;197.0;194.6;61201.0;61200.0
530;200.0;194.6;61401.0;61400.0
531;200.0;194.6;61601.0;61600.0
532;200.0;194.6;61801.0;61800.0
533;200.0;194.6;62001.0;62000.0
534;200.0;194.6;62201.0;62200.0
535;200.0;194.6;62401.0;62400.0
536;200.0;194.6;62601.0;62600.0
537;200.0;194.6;62801.0;62800.0
538;200.0;194.6;63001.0;63000.0
539;200.0;194.6;63201.0;63200.0
540;200.0;194.6;63401.0;63400.0
541;196.0;194.5;63597.0;63596.0
542;200.0;194.6;63797.0;63796.0
543;200.0;194.6;63997.0;63996.0
544;200.0;194.6;64197.0;64196.0
545;200.0;195.0;64397.0;64396.0
546;200.0;195.0;64597.0;64596.0
547;200.0;195.4;64797.0;64796.0
548;175.0;195.6;64972.0;64971.0
549;200.0;195.9;65172.0;65171.0
550;200.0;195.9;65372.0;65371.0
551;200.0;195.9;65572.0;65571.0
552;200.0;195.9;65772.0;65771.0
553;200.0;196.0;65972.0;65971.0
554;200.0;196.4;66172.0;66171.0
555;198.0;196.6;66370.0;66369.0
556;200.0;196.7;66570.0;66569.0
557;200.0;196.7;66770.0;66769.0
558;200.0;197.0;66970.0;66969.0
559;200.0;197.1;67170.0;67169.0
560;200.0;197.1;67370.0;67369.0
561;200.0;197.2;67570.0;67569.0
562;200.0;197.5;67770.0;67769.0
563;200.0;197.6;67970.0;67969.0
564;200.0;198.0;68170.0;68169.0
565;200.0;198.0;68370.0;68369.0
566;200.0;198.0;68570.0;68569.0
567;200.0;198.3;68770.0;68769.0
568;200.0;198.3;68970.0;68969.0
569;200.0;198.6;69170.0;69169.0
570;199.0;198.5;69369.0;69368.0
571;200.0;198.5;69569.0;69568.0
572;200.0;198.5;69769.0;69768.0
573;200.0;198.7;69969.0;69968.0
574;200.0;198.9;70169.0;70168.0
575;200.0;198.9;70369.0;70368.0
576;200.0;199.1;70569.0;70568.0
577;200.0;199.6;70769.0;70768.0
578;200.0;199.6;70969.0;70968.0
579;200.0;199.6;71169.0;71168.0
580;200.0;199.6;71369.0;71368.0
581;200.0;199.6;71569.0;71568.0
582;200.0;199.6;71769.0;71768.0
583;200.0;199.6;71969.0;71968.0
584;200.0;199.6;72169.0;72168.0
585;200.0;199.6;72369.0;72368.0
586;200.0;199.6;72569.0;72568.0
587;200.0;199.6;72769.0;72768.0
588;200.0;199.6;72969.0;72968.0
589;200.0;199.6;73169.0;73168.0
590;200.0;199.6;73369.0;73368.0
591;200.0;199.6;73569.0;73568.0
592;200.0;199.6;73769.0;73768.0
593;200.0;199.6;73969.0;73968.0
594;200.0;199.6;74169.0;74168.0
595;200.0;199.6;74369.0;74368.0
596;200.0;199.6;74569.0;74568.0
597;200.0;199.6;74769.0;74768.0
598;200.0;199.6;74969.0;74968.0
599;200.0;199.6;75169.0;75168.0
600;200.0;199.6;75369.0;75368.0
601;200.0;199.6;75569.0;75568.0
602;200.0;199.6;75769.0;75768.0
603;200.0;199.6;75969.0;75968.0
604;200.0;199.6;76169.0;76168.0
605;200.0;199.6;76369.0;76368.0
606;200.0;199.6;76569.0;76568.0
607;200.0;199.6;76769.0;76768.0
608;200.0;199.6;76969.0;76968.0
609;200.0;199.6;77169.0;77168.0
610;200.0;199.6;77369.0;77368.0
611;200.0;199.6;77569.0;77568.0
612;200.0;199.6;77769.0;77768.0
613;200.0;199.6;77969.0;77968.0
614;200.0;199.6;78169.0;78168.0
615;200.0;199.6;78369.0;78368.0
616;200.0;199.6;78569.0;78568.0
617;200.0;199.6;78769.0;78768.0
618;200.0;199.6;78969.0;78968.0
619;200.0;199.6;79169.0;79168.0
620;200.0;199.6;79369.0;79368.0
621;200.0;199.6;79569.0;79568.0
622;200.0;199.6;79769.0;79768.0
623;200.0;199.6;79969.0;79968.0
624;200.0;199.6;80169.0;80168.0
625;200.0;199.6;80369.0;80368.0
626;200.0;199.6;80569.0;80568.0
627;200.0;199.6;80769.0;80768.0
628;200.0;199.6;80969.0;80968.0
629;200.0;199.7;81169.0;81168.0
630;200.0;199.7;81369.0;81368.0
631;200.0;199.7;81569.0;81568.0
632;200.0;199.7;81769.0;81768.0
633;200.0;199.7;81969.0;81968.0
634;200.0;199.7;82169.0;82168.0
635;200.0;199.7;82369.0;82368.0
636;200.0;199.7;82569.0;82568.0
637;200.0;199.7;82769.0;82768.0
638;200.0;199.7;82969.0;82968.0
639;200.0;199.7;83169.0;83168.0
640;200.0;199.7;83369.0;83368.0
641;200.0;199.7;83569.0;83568.0
642;200.0;199.7;83769.0;83768.0
